;accumulated_codon_frequencies;padj;log2FoldChange.shrunk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPB41L4A;0.147016012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTRF1L;0.146981627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZMYM1;0.146981627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CFH;0.146915584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANBR;0.146892655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENOX2;0.146884273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NFE2L2;0.146864686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MLH3;0.146853147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLFN12;0.146804836;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JMJD1C;0.146792601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRIM36;0.146776406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPRS1;0.146728354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAP3K19;0.146726862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CRBN;0.146726862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF69;0.146666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPAG17;0.146582734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMCHD1;0.146560319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TFEC;0.146551724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTH;0.146551724;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TTN;0.146544361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHD2;0.146528157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PITPNB;0.146520147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0586;0.146504559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEDD4;0.146503885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPDYA;0.146496815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GNAT3;0.146478873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PTPN11;0.146464646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF284;0.146464646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORC4;0.146453089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF605;0.146417445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NKAPL;0.146401985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARHGAP12;0.146399055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHF20L1;0.146365422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SNX4;0.146341463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PFDN1;0.146341463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UGGT2;0.146341463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EFCAB11;0.146341463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HSPD1;0.146341463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HDDC2;0.146341463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XAGE1B;0.146341463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XAGE1A;0.146341463;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PPFIA1;0.146300914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRB2;0.146282974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AHI1;0.146278871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BBX;0.146263911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IMMT;0.146245059;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STK38L;0.146236559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RAD9B;0.14619883;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PPP4R3A;0.146163216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DCUN1D1;0.146153846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAC1;0.146153846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENAM;0.146106737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHACTR2;0.146067416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMCO3;0.146017699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHIP;0.145993414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF426;0.145945946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AKT3;0.145922747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF611;0.145892351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GTF2A1;0.145888594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF266;0.145867099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BPTF;0.145840466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UTP3;0.145833333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EIF5;0.145833333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRPM7;0.145766345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PMM2;0.145748988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DYNLT2;0.145728643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GTF2H1;0.14571949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CADPS2;0.145700637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LSM3;0.145631068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TEC;0.14556962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CDKN3;0.145539906;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USP26;0.145514223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VPS13A;0.145511811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITSN2;0.145465253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUDT15;0.145454545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
APELA;0.145454545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RAD21L1;0.145421903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NSL1;0.145390071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TNFSF10;0.145390071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RMI1;0.145367412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAXO2;0.145363409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AIM2;0.145348837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORC2;0.14532872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF160;0.145299145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPX;0.145299145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DDX60L;0.145284124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NMD3;0.145283019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TIGD1;0.14527027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GCSAM;0.145251397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IFI16;0.145205479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUT4;0.145200486;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HELQ;0.145190563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIF4A;0.145174371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RLN1;0.14516129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NIPSNAP3B;0.14516129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATP6V1D;0.14516129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TEX12;0.14516129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CSN1S1;0.14516129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSMC1;0.145124717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCDC121;0.145124717;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TTC23;0.145089286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRK4;0.14507772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CFHR1;0.145015106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIF4B;0.144939271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DCDC1;0.144935646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RALA;0.144927536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IFIT5;0.144927536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CDC16;0.144927536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCDC179;0.144927536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GLIPR1L2;0.144927536;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIF16B;0.14491654;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FGD4;0.144911504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DCP2;0.144893112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRB3;0.144886364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DNAI4;0.144876325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZFAND5;0.144859813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EFL1;0.144859813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SRPK1;0.144817073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF75D;0.14481409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GUF1;0.144776119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PPM1A;0.144736842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HDX;0.1447178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MSR1;0.144680851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TTC6;0.144674086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MRPL50;0.144654088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RCN2;0.144654088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BTF3L4;0.144654088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MARCHF7;0.144654088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IGSF6;0.144628099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ICA1;0.144628099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
METTL8;0.144607843;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RPGR;0.144607843;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KATNAL1;0.144602851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPIC;0.144578313;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARHGAP11A;0.14453125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NDEL1;0.144508671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMOD3;0.144475921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RMND1;0.144444444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STMN2;0.144444444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADSS2;0.144420131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SKIC3;0.144408946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNHIT6;0.144373673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOPORS;0.144359465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KATNA1;0.144308943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PHF10;0.144288577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATM;0.144259078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CDC27;0.144242424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CFAP418;0.144230769;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZBTB11;0.144212524;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PPP1R36;0.144208038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DCD;0.144144144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAP4K3;0.144134078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IL1RAPL2;0.144104803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF347;0.144047619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RCOR1;0.144032922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLC4A1AP;0.144010767;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EIF3M;0.144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MGAT4D;0.144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DYNC1I2;0.143974961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IFT80;0.143958869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZGRF1;0.143942993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTX2;0.143939394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CABS1;0.143939394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAFA2;0.143939394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MRPS31;0.143939394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANP32D;0.143939394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TIGAR;0.143911439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VEPH1;0.143884892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LACRT;0.143884892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HSP90AA1;0.143859649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOR1AIP1;0.143835616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIRC3;0.143801653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPATA4;0.14379085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PPHLN1;0.14379085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WRN;0.143754361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RGS13;0.14375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANKRD1;0.14375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8orf48;0.14375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CDKL2;0.143724696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REV3L;0.14372405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LMO7;0.143703704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ADAM32;0.143686502;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GPATCH2;0.143667297;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAAP1;0.143646409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DHFR;0.143617021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DDX60;0.143607706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WTAP;0.143576826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WAPL;0.143576826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIF6;0.143558282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C19orf18;0.143518519;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CHMP3;0.143497758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZC2HC1B;0.143497758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SP110;0.143478261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERICH6B;0.143472023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RSPO2;0.143442623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYNE1;0.143441691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA0825;0.143416928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MTIF3;0.143369176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF146;0.14334471;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NSUN7;0.14325452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EXPH5;0.143217347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCNE2;0.143209877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MMRN1;0.143205858;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMARCE1;0.143203883;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRAK4;0.143167028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PPFIBP1;0.143141153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HSPA14;0.143137255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF765;0.143129771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UIMC1;0.143055556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MACC1;0.143024619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZBTB8OS;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FBXO36;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CDV3;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RFC4;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FAM200A;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STMN4;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF706;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CTNNAL1;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SCGB1D1;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KRAS;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CEP20;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FAM210A;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ELAC1;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RBM39;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSX2;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPANXC;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPANXA1;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPANXD;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SRSF5;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERCC4;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C18orf32;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RWDD4;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEFB114;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH3YL1;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPANXA2;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
API5;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDS3;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRIM75;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SSX2B;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ODR4;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
URI1;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RBM8A;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AKAIN1;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIN28B;0.142857143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XPO1;0.142723881;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BUB1B;0.142721218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HIF1A;0.142684401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF224;0.142655367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RTKN2;0.142622951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEPRO;0.142605634;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CDC6;0.142602496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF776;0.142581888;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEPDC7;0.142578125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RNF8;0.142538976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ECT2;0.142533937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BEND7;0.142512077;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERP44;0.142506143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF227;0.1425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PBK;0.142414861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DLG1;0.142394822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PPP2R5C;0.14232902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF222;0.142276423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TARS1;0.142265193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SRSF7;0.142259414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCDC43;0.142222222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DENND2C;0.142201835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HIBCH;0.142118863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VPS36;0.142118863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MPP7;0.142114385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C18orf54;0.142091153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
REST;0.142076503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZPBP;0.142045455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMOD2;0.142045455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BCL2A1;0.142045455;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZSCAN26;0.142028986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATF7IP2;0.142020498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCDC190;0.141914191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CERT1;0.141914191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STIM2;0.141900937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ASB17;0.141891892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STAP1;0.141891892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C1orf100;0.141891892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF713;0.141891892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LACTB2;0.141868512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENPP;0.141868512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E2F6;0.141843972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FAM114A1;0.141843972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FABP12;0.141843972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LEMD1;0.141843972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRM2;0.141843972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TOPBP1;0.141825345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POTEC;0.141804788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LRRC49;0.141802068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C3orf62;0.141791045;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACBD3;0.141776938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XRN1;0.141769186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RALBP1;0.141768293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
